Available from: "http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=1981&ed=31&em=12&ey=2010&dts=knmievaluation"
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind
7,1,1982,18.30,7.79,86.65,0.74,8.99,0.09,2.40
8,1,1982,17.60,7.24,91.36,0.53,8.40,0.03,3.50
9,1,1982,15.73,8.48,93.01,0.47,3.46,0.88,2.48
10,1,1982,15.25,12.65,87.35,1.12,3.63,16.09,6.41
11,1,1982,13.80,9.17,88.80,1.35,6.74,11.78,5.02
12,1,1982,13.12,8.94,93.72,1.13,5.82,8.19,6.97
13,1,1982,13.54,7.07,89.78,0.70,6.28,3.05,4.28
14,1,1982,14.19,6.27,91.93,0.65,8.22,0.05,1.80
15,1,1982,14.81,7.26,91.74,0.58,4.13,6.19,3.56
16,1,1982,12.81,8.32,87.78,1.17,7.37,6.23,4.14
17,1,1982,12.41,5.16,91.63,0.71,9.16,0.05,1.94
18,1,1982,13.53,5.67,92.86,0.54,4.33,4.71,3.52
19,1,1982,14.27,8.29,88.30,0.81,6.08,3.07,1.73
20,1,1982,14.25,7.50,88.39,0.55,6.30,0.33,0.78
21,1,1982,16.00,10.06,88.57,0.63,5.80,0.02,1.50
22,1,1982,15.22,6.99,90.57,0.63,6.76,0.16,2.60
23,1,1982,15.27,5.45,89.30,0.87,11.10,0.13,1.92
24,1,1982,13.71,6.48,87.58,0.93,11.47,0.04,2.29
25,1,1982,15.53,4.14,79.35,1.06,12.12,0.00,1.94
26,1,1982,16.04,5.40,87.61,0.96,10.74,0.14,2.00
27,1,1982,14.74,7.65,82.82,1.10,10.42,0.00,4.89
28,1,1982,12.97,4.06,76.33,1.32,12.63,0.00,4.19
29,1,1982,14.48,2.80,74.36,1.38,12.76,0.00,4.31
30,1,1982,16.56,3.76,77.10,1.14,13.03,0.01,2.54
31,1,1982,17.05,3.86,85.33,0.99,12.81,0.02,1.70
1,2,1982,14.35,5.71,85.77,1.06,10.34,0.15,2.61
2,2,1982,12.19,9.74,87.47,0.57,2.65,1.32,3.18
3,2,1982,12.86,11.64,94.27,0.78,0.51,17.84,7.57
4,2,1982,15.78,9.11,81.99,1.36,8.65,0.17,5.72
5,2,1982,20.32,7.61,79.91,1.34,13.73,0.01,3.44
6,2,1982,19.93,5.78,77.69,1.39,13.28,0.00,3.32
7,2,1982,14.30,7.94,86.52,0.41,4.65,0.05,1.21
8,2,1982,18.15,6.18,83.26,1.24,13.77,0.00,2.59
9,2,1982,18.11,7.55,83.45,0.85,8.48,0.00,2.61
10,2,1982,17.91,7.56,88.85,1.06,11.79,0.00,1.74
11,2,1982,15.11,10.01,94.34,0.78,7.35,3.41,0.79
12,2,1982,13.51,9.37,93.70,0.53,5.32,0.38,1.72
13,2,1982,14.03,9.44,94.09,0.49,1.80,3.94,4.33
14,2,1982,14.49,7.52,88.45,0.89,5.72,11.23,4.75
15,2,1982,13.49,7.07,86.79,1.77,7.42,15.66,4.89
16,2,1982,15.42,6.87,81.87,1.70,14.76,0.13,4.46
17,2,1982,14.18,7.21,89.67,0.66,5.72,1.24,1.22
18,2,1982,14.35,8.95,89.81,0.89,5.79,4.17,2.98
19,2,1982,14.05,7.31,86.64,0.73,5.13,0.74,2.45
20,2,1982,13.77,9.55,79.09,0.89,5.99,0.00,1.96
21,2,1982,15.34,9.89,90.15,0.68,4.50,3.14,5.04
22,2,1982,13.30,9.08,74.52,1.57,8.05,0.05,3.87
23,2,1982,13.86,6.13,79.71,1.19,9.77,0.02,3.39
24,2,1982,13.46,5.84,77.41,1.25,10.15,0.03,2.23
25,2,1982,16.35,11.50,89.66,0.99,6.47,1.95,4.98
26,2,1982,16.26,11.25,85.07,1.41,9.72,0.25,4.67
27,2,1982,15.60,10.34,87.87,0.97,6.76,0.39,3.65
28,2,1982,17.42,12.22,88.44,1.17,8.76,0.16,3.23
1,3,1982,17.92,8.24,83.90,1.53,12.42,0.01,4.42
2,3,1982,18.73,6.64,77.92,1.83,18.06,0.01,3.25
3,3,1982,18.72,7.31,80.91,1.75,17.22,0.05,2.80
4,3,1982,15.73,8.05,71.26,2.27,18.38,0.25,5.53
5,3,1982,16.32,5.28,68.25,2.00,18.91,0.00,3.96
6,3,1982,17.16,4.33,76.88,1.83,18.73,0.00,3.93
7,3,1982,16.86,8.29,75.81,1.84,18.83,0.00,5.85
8,3,1982,14.47,7.65,70.90,1.75,16.89,0.00,6.07
9,3,1982,13.26,6.20,78.69,1.10,10.47,0.02,3.79
10,3,1982,16.30,8.62,89.83,0.71,5.04,2.23,3.10
11,3,1982,19.13,8.43,74.88,2.12,19.39,0.02,4.36
12,3,1982,17.20,6.28,78.90,1.83,19.79,0.00,5.63
13,3,1982,18.56,6.65,67.91,2.04,20.52,0.00,5.44
14,3,1982,19.47,5.36,63.94,1.98,20.50,0.00,3.27
15,3,1982,19.38,6.40,66.69,1.97,19.99,0.00,3.34
16,3,1982,16.54,6.81,77.38,1.52,20.67,0.00,4.86
17,3,1982,16.06,9.65,82.22,0.87,8.83,0.09,4.21
18,3,1982,17.07,6.20,74.95,1.51,17.96,0.00,4.20
19,3,1982,16.99,9.55,79.37,1.22,14.38,0.02,4.88
20,3,1982,17.03,10.12,83.68,1.19,15.63,0.02,4.29
21,3,1982,16.97,10.64,80.99,1.09,12.03,0.06,5.37
22,3,1982,19.36,9.99,72.28,1.75,21.44,0.01,6.02
23,3,1982,21.62,8.27,56.83,1.92,22.24,0.00,4.05
24,3,1982,22.00,7.54,49.54,1.83,22.70,0.00,4.38
25,3,1982,24.20,8.12,49.86,1.70,22.95,0.00,4.53
26,3,1982,23.81,7.79,55.71,1.44,23.01,0.00,3.61
27,3,1982,19.51,9.94,69.76,1.40,10.68,2.64,6.94
28,3,1982,17.18,11.53,91.64,1.61,8.95,14.98,5.69
29,3,1982,20.27,11.76,76.54,2.48,17.57,0.41,4.38
30,3,1982,16.94,11.65,91.81,1.99,11.43,10.76,6.35
31,3,1982,16.70,11.84,88.57,1.75,12.88,8.78,5.59
1,4,1982,16.13,11.39,85.47,1.97,12.14,5.02,5.70
2,4,1982,16.09,10.97,77.47,1.95,14.40,0.04,3.29
3,4,1982,17.10,9.90,86.01,2.05,16.42,4.79,5.52
4,4,1982,16.99,11.28,81.51,2.60,16.47,7.16,6.35
5,4,1982,15.47,11.10,84.19,1.97,14.87,2.61,4.77
6,4,1982,18.21,9.11,82.53,2.38,21.13,0.00,3.64
7,4,1982,22.20,7.79,78.24,2.76,23.79,0.02,1.67
8,4,1982,23.90,11.34,67.89,3.13,24.00,0.00,1.72
9,4,1982,18.40,10.03,88.72,1.93,18.79,0.12,2.55
10,4,1982,23.53,13.20,79.44,1.91,13.80,0.89,2.64
11,4,1982,22.84,14.20,79.10,2.40,17.79,1.11,2.34
12,4,1982,20.30,13.62,84.77,2.28,18.89,2.28,3.71
13,4,1982,18.64,13.08,91.57,1.13,7.65,8.79,2.80
14,4,1982,24.79,12.37,76.15,3.29,22.35,0.16,3.60
15,4,1982,20.40,13.71,86.51,2.09,14.86,3.17,2.92
16,4,1982,16.67,13.35,95.10,1.23,6.86,7.80,1.34
17,4,1982,17.48,13.47,87.66,1.52,10.23,1.23,2.52
18,4,1982,19.28,12.22,82.63,2.23,16.50,0.78,2.52
19,4,1982,20.65,10.53,87.66,2.46,20.67,0.86,2.55
20,4,1982,24.45,12.71,76.18,2.70,18.96,0.11,3.27
21,4,1982,21.58,14.87,81.83,1.82,11.91,0.48,2.79
22,4,1982,19.22,14.57,91.26,1.55,12.19,1.56,2.72
23,4,1982,19.14,14.95,85.56,2.07,16.43,0.17,2.01
24,4,1982,18.43,12.94,83.47,2.16,16.99,0.11,2.84
25,4,1982,20.30,11.95,90.18,2.44,20.22,3.91,1.66
26,4,1982,19.02,14.25,91.42,2.09,13.36,7.13,2.13
27,4,1982,20.58,14.42,85.84,2.55,16.96,2.17,3.90
28,4,1982,18.93,13.45,87.90,1.45,10.05,2.76,2.91
29,4,1982,21.82,12.29,84.24,3.01,20.82,4.16,3.23
30,4,1982,22.74,9.88,71.36,3.90,27.53,0.00,4.16
1,5,1982,24.66,11.40,67.25,3.71,26.24,0.01,3.65
2,5,1982,23.79,11.27,79.04,3.11,27.55,0.01,2.61
3,5,1982,20.20,10.36,78.56,2.72,26.98,0.00,1.94
4,5,1982,24.02,12.34,66.78,3.03,23.99,0.00,4.63
5,5,1982,18.53,11.32,69.95,2.38,27.73,0.00,7.04
6,5,1982,24.32,10.04,64.75,2.65,28.10,0.00,5.74
7,5,1982,23.59,12.60,64.03,2.24,26.12,0.08,6.14
8,5,1982,22.10,11.85,54.95,2.21,27.54,0.28,5.13
9,5,1982,18.27,10.59,63.98,1.20,15.86,0.03,7.30
10,5,1982,16.89,12.75,75.60,0.91,12.90,0.38,7.18
11,5,1982,16.13,10.14,89.62,0.73,4.02,24.23,5.22
12,5,1982,18.78,13.79,86.75,2.33,16.34,7.89,6.45
13,5,1982,21.05,12.25,76.85,3.59,27.63,0.31,2.59
14,5,1982,23.11,12.22,76.23,3.59,27.89,0.00,2.79
15,5,1982,23.54,13.08,81.09,3.34,28.09,0.00,4.74
16,5,1982,20.45,12.06,77.93,2.91,26.60,0.00,4.60
17,5,1982,18.92,11.63,84.36,2.21,21.23,0.10,2.74
18,5,1982,21.75,14.11,78.76,2.40,20.98,0.12,4.42
19,5,1982,23.67,12.60,74.05,2.90,28.84,0.00,6.30
20,5,1982,25.81,14.02,73.95,2.75,29.29,0.00,7.04
21,5,1982,27.31,14.60,71.75,2.55,29.17,0.01,6.72
22,5,1982,23.95,13.94,74.42,1.86,28.85,0.00,7.25
23,5,1982,21.77,12.78,69.91,1.60,29.11,0.00,8.33
24,5,1982,28.97,14.20,65.56,1.96,29.36,0.00,6.47
25,5,1982,24.43,14.09,73.65,1.52,27.04,0.73,3.73
26,5,1982,20.87,13.47,73.42,1.48,24.51,0.28,5.56
27,5,1982,22.47,12.50,70.91,1.31,29.59,0.00,7.29
28,5,1982,26.26,14.50,67.38,1.84,25.97,2.16,4.91
29,5,1982,18.00,15.59,93.58,1.02,4.01,12.05,3.96
30,5,1982,20.62,15.50,86.52,2.81,21.80,0.66,4.62
31,5,1982,21.33,15.27,82.56,2.79,21.69,0.29,4.89
1,6,1982,22.03,13.67,80.68,2.95,28.45,0.01,4.09
2,6,1982,21.76,13.57,74.95,2.48,26.45,0.01,5.56
3,6,1982,19.24,13.41,79.07,1.33,13.83,0.23,5.62
4,6,1982,19.84,12.80,73.10,1.83,27.56,0.00,2.96
5,6,1982,20.33,12.40,79.23,1.36,25.93,0.02,3.22
6,6,1982,22.05,14.21,71.57,1.27,17.52,0.36,4.56
7,6,1982,26.01,13.13,67.71,1.50,29.51,0.00,5.41
8,6,1982,27.92,14.39,66.86,1.22,25.64,0.22,4.88
9,6,1982,29.41,14.99,65.09,1.19,26.68,0.01,5.07
10,6,1982,26.16,16.05,69.47,0.88,27.81,0.00,5.28
11,6,1982,21.81,15.38,67.08,0.84,29.12,0.12,5.18
12,6,1982,22.46,14.14,77.27,0.61,21.19,0.01,3.91
13,6,1982,25.83,16.65,76.82,0.86,25.76,0.08,4.74
14,6,1982,27.84,15.93,67.31,0.88,30.09,0.00,5.57
15,6,1982,35.12,14.05,55.46,1.01,29.05,0.00,4.23
16,6,1982,32.95,18.00,61.41,1.41,25.02,0.99,5.57
17,6,1982,21.89,15.51,72.39,0.87,18.23,0.66,4.15
18,6,1982,23.69,13.24,60.48,0.99,30.04,0.00,5.62
19,6,1982,23.72,13.54,62.85,0.72,29.95,0.00,5.83
20,6,1982,22.55,12.83,77.97,0.58,26.45,0.02,3.52
21,6,1982,22.99,18.01,83.12,0.62,24.59,0.31,4.31
22,6,1982,21.58,16.20,77.64,1.15,15.86,1.42,5.26
23,6,1982,22.47,13.67,66.55,1.13,27.49,0.00,4.67
24,6,1982,21.68,12.39,74.52,0.76,29.34,0.00,4.06
25,6,1982,21.04,17.48,72.31,0.90,17.98,0.77,5.00
26,6,1982,21.55,15.28,64.11,0.66,15.16,0.00,4.57
27,6,1982,24.33,13.54,65.31,0.76,29.14,0.00,5.19
28,6,1982,29.23,14.36,61.92,0.71,29.90,0.00,6.63
29,6,1982,29.49,15.67,59.72,0.62,30.19,0.00,7.35
30,6,1982,34.94,14.41,55.02,0.76,29.70,0.00,3.81
1,7,1982,31.34,16.99,58.44,0.80,26.85,0.28,4.12
2,7,1982,24.68,15.00,72.14,0.45,29.15,0.01,6.18
3,7,1982,20.30,16.45,69.89,0.37,20.29,0.08,8.53
4,7,1982,23.17,15.09,85.32,1.61,12.29,5.75,2.72
5,7,1982,22.17,15.97,74.93,2.48,28.20,0.37,3.42
6,7,1982,26.84,14.86,74.58,2.00,29.24,0.00,2.88
7,7,1982,26.04,16.79,75.82,1.10,26.99,0.00,2.88
8,7,1982,22.95,16.06,76.33,0.71,26.51,0.17,3.43
9,7,1982,29.21,15.44,65.95,0.67,30.07,0.00,5.63
10,7,1982,32.40,15.04,64.88,0.59,28.74,0.02,6.28
11,7,1982,26.00,16.83,65.50,0.47,29.12,0.00,7.50
12,7,1982,28.85,16.09,66.11,0.53,29.46,0.00,5.48
13,7,1982,28.15,16.66,72.95,0.52,29.48,0.00,2.42
14,7,1982,23.38,16.65,78.25,0.45,27.09,0.08,3.26
15,7,1982,22.95,18.15,75.46,0.47,24.60,0.20,4.43
16,7,1982,21.90,18.61,85.13,0.69,12.22,0.95,4.32
17,7,1982,22.99,16.91,82.25,0.86,21.38,0.26,3.10
18,7,1982,24.00,16.07,77.27,0.74,27.93,0.06,4.03
19,7,1982,23.06,17.11,79.74,0.64,21.74,0.35,3.30
20,7,1982,23.29,16.31,77.84,0.53,25.32,0.01,3.40
21,7,1982,24.31,17.16,76.03,0.45,18.76,0.08,4.22
22,7,1982,27.42,17.17,67.96,0.51,28.09,0.01,6.39
23,7,1982,28.22,16.59,70.67,0.45,28.91,0.01,6.21
24,7,1982,29.97,16.01,69.27,0.48,28.87,0.00,4.26
25,7,1982,31.35,16.04,63.55,0.54,29.19,0.02,2.54
26,7,1982,31.50,15.13,60.73,0.53,28.99,0.00,2.42
27,7,1982,25.34,16.81,71.07,0.35,27.99,0.00,4.32
28,7,1982,23.27,17.41,79.17,0.85,17.13,1.13,3.93
29,7,1982,22.75,17.18,76.91,1.65,16.52,2.87,3.82
30,7,1982,21.73,17.73,82.65,0.94,12.01,0.38,4.82
31,7,1982,21.19,15.64,82.29,0.99,10.18,12.56,3.27
1,8,1982,21.70,15.18,83.53,3.00,20.46,5.28,3.51
2,8,1982,24.51,16.74,77.29,3.44,25.74,0.13,5.42
3,8,1982,25.50,15.70,74.04,3.13,27.94,0.01,6.75
4,8,1982,29.03,16.38,71.26,2.65,28.18,0.00,7.11
5,8,1982,28.34,16.71,64.60,1.78,28.56,0.00,7.24
6,8,1982,32.03,16.37,57.76,1.23,28.41,0.00,7.46
7,8,1982,33.81,16.46,52.86,0.87,28.28,0.00,6.70
8,8,1982,35.83,17.40,45.99,0.77,28.01,0.00,6.29
9,8,1982,37.15,20.84,32.52,0.78,27.86,0.00,5.37
10,8,1982,34.71,18.84,40.52,0.68,27.71,0.00,3.59
11,8,1982,36.50,18.93,52.87,0.69,27.26,0.00,2.19
12,8,1982,28.54,19.59,73.75,0.44,25.18,0.05,2.97
13,8,1982,29.39,17.57,70.16,0.61,26.39,0.09,4.73
14,8,1982,25.33,16.76,66.93,0.42,27.10,0.00,7.68
15,8,1982,26.25,18.12,67.86,0.44,24.88,0.00,7.52
16,8,1982,26.36,16.76,65.86,0.45,26.66,0.00,6.97
17,8,1982,31.04,15.97,63.38,0.52,26.88,0.00,6.73
18,8,1982,34.33,17.41,62.12,0.55,26.04,0.00,4.96
19,8,1982,33.51,17.92,60.54,0.43,15.30,0.09,5.06
20,8,1982,29.43,18.36,68.64,0.39,25.68,0.00,8.71
21,8,1982,25.94,17.14,73.12,0.39,25.68,0.00,5.80
22,8,1982,27.58,17.18,71.96,0.45,25.37,0.00,2.41
23,8,1982,27.63,17.33,72.28,0.42,24.66,0.00,3.62
24,8,1982,33.73,18.06,54.24,0.49,22.46,0.00,5.44
25,8,1982,28.58,18.62,63.31,0.36,20.75,0.00,3.81
26,8,1982,25.77,17.20,65.36,0.29,22.37,0.00,8.10
27,8,1982,25.79,16.42,60.37,0.38,23.02,0.05,8.04
28,8,1982,24.47,15.85,72.60,0.29,21.78,0.00,5.79
29,8,1982,30.97,16.02,65.23,0.47,24.24,0.00,5.02
30,8,1982,28.52,16.76,64.88,0.34,24.42,0.00,7.22
31,8,1982,35.02,15.20,43.37,0.48,24.91,0.00,5.99
1,9,1982,33.50,18.53,25.01,0.43,24.52,0.00,6.04
2,9,1982,35.14,19.61,35.30,0.41,24.09,0.00,5.47
3,9,1982,36.05,18.73,37.60,0.45,23.84,0.00,3.32
4,9,1982,34.07,18.73,46.81,0.42,23.75,0.00,3.02
5,9,1982,34.33,17.65,52.77,0.38,23.70,0.00,4.05
6,9,1982,33.03,16.42,59.85,0.35,23.35,0.00,6.17
7,9,1982,29.66,15.15,59.85,0.33,24.36,0.00,5.27
8,9,1982,31.47,15.58,67.55,0.37,22.51,0.02,2.20
9,9,1982,28.17,15.87,71.01,0.30,19.17,0.03,2.59
10,9,1982,29.03,17.04,69.45,0.32,21.73,0.00,3.99
11,9,1982,34.03,16.69,55.54,0.39,21.87,0.01,3.76
12,9,1982,28.68,19.20,52.45,0.30,21.65,0.00,4.59
13,9,1982,34.29,18.89,53.88,0.38,21.68,0.00,3.08
14,9,1982,30.37,19.17,73.40,0.20,14.72,0.16,4.54
15,9,1982,25.04,18.70,82.32,0.62,18.04,0.61,4.31
16,9,1982,23.23,18.89,80.82,0.49,11.00,0.30,3.11
17,9,1982,24.22,17.52,83.89,0.33,14.63,0.05,4.63
18,9,1982,22.22,19.02,90.03,1.65,7.97,11.61,6.22
19,9,1982,22.12,18.46,91.38,1.57,9.82,6.11,4.60
20,9,1982,21.69,17.11,88.01,2.25,14.52,5.56,2.83
21,9,1982,21.22,16.36,85.93,1.56,11.85,0.09,2.10
22,9,1982,21.44,14.94,83.57,1.88,11.15,1.57,3.78
23,9,1982,20.53,13.38,73.21,2.14,16.50,0.00,2.97
24,9,1982,20.51,13.26,84.53,1.31,10.80,3.69,5.16
25,9,1982,19.87,13.32,83.46,2.11,11.38,24.74,4.81
26,9,1982,19.67,13.83,72.91,2.06,14.20,0.00,1.55
27,9,1982,20.64,12.78,80.53,1.99,17.03,0.00,2.24
28,9,1982,20.82,14.03,88.13,1.54,12.62,0.09,2.39
29,9,1982,21.53,14.31,82.00,1.52,11.33,0.02,2.54
30,9,1982,23.16,11.93,76.73,2.20,18.84,0.00,3.33
1,10,1982,23.99,11.91,77.70,2.11,18.98,0.00,1.98
2,10,1982,23.01,13.87,83.22,1.67,16.60,0.00,1.66
3,10,1982,22.20,15.10,76.45,2.01,18.02,0.03,6.04
4,10,1982,22.67,14.84,75.58,1.76,18.17,0.00,6.77
5,10,1982,21.84,15.95,83.74,1.07,10.06,0.06,5.39
6,10,1982,19.19,12.30,70.48,1.45,16.03,0.00,5.55
7,10,1982,20.47,10.66,74.03,1.33,17.66,0.00,3.70
8,10,1982,19.78,12.85,83.41,0.82,9.58,0.39,2.88
9,10,1982,20.57,14.80,85.60,1.06,9.42,1.19,4.14
10,10,1982,19.57,12.73,76.19,1.36,15.86,0.02,4.24
11,10,1982,20.66,11.27,78.28,1.16,16.73,0.00,3.31
12,10,1982,20.66,12.32,85.50,0.81,12.92,0.04,4.37
13,10,1982,20.52,15.77,90.75,0.83,3.01,4.41,6.84
14,10,1982,18.18,13.39,68.90,1.54,7.55,0.00,4.42
15,10,1982,18.28,12.59,75.20,1.01,9.35,0.00,1.65
16,10,1982,19.56,12.68,83.23,0.73,4.73,1.27,4.46
17,10,1982,18.80,15.90,77.42,1.17,8.41,0.27,3.90
18,10,1982,17.55,12.92,78.39,1.78,10.21,3.47,6.16
19,10,1982,18.67,10.00,67.50,1.80,15.92,0.11,4.43
20,10,1982,22.13,9.80,68.36,1.58,15.50,0.00,4.51
21,10,1982,19.77,12.39,83.98,1.06,14.26,2.38,4.06
22,10,1982,16.99,11.61,75.99,1.72,11.93,2.53,5.15
23,10,1982,16.98,9.77,76.19,1.16,9.08,0.56,3.16
24,10,1982,19.77,8.30,71.62,1.40,14.97,0.00,3.56
25,10,1982,21.31,8.43,78.61,1.11,14.84,0.00,2.27
26,10,1982,22.29,8.45,75.88,1.14,14.83,0.02,2.64
27,10,1982,22.06,9.85,76.25,0.99,13.12,0.02,2.25
28,10,1982,23.59,11.14,79.01,0.89,13.45,0.05,1.80
29,10,1982,22.28,10.91,84.49,0.71,13.63,0.01,2.33
30,10,1982,21.77,11.72,84.67,0.52,10.41,0.07,2.38
31,10,1982,22.81,11.10,76.03,0.70,13.49,0.00,3.18
1,11,1982,22.70,10.74,73.86,0.66,14.07,0.00,3.18
2,11,1982,22.72,8.34,74.91,0.61,14.00,0.01,2.58
3,11,1982,21.47,8.92,75.27,0.48,10.90,0.00,2.23
4,11,1982,19.71,10.71,87.40,0.33,11.30,0.06,3.30
5,11,1982,17.61,12.23,94.71,0.59,2.91,13.05,3.84
6,11,1982,16.19,12.76,92.41,1.23,0.83,28.72,9.02
7,11,1982,15.97,12.67,83.29,2.69,8.43,16.72,10.69
8,11,1982,17.15,13.18,80.82,2.32,6.67,11.50,8.35
9,11,1982,17.15,13.25,80.47,1.48,8.68,0.47,3.57
10,11,1982,17.68,12.65,90.39,0.76,5.77,3.13,0.69
11,11,1982,18.17,11.86,94.03,0.78,8.04,0.16,1.33
12,11,1982,17.55,11.31,91.79,0.52,3.80,0.63,2.21
13,11,1982,17.40,9.99,85.12,1.18,6.02,1.58,5.82
14,11,1982,14.06,9.07,81.06,0.94,6.14,0.30,3.52
15,11,1982,15.08,9.13,84.25,0.86,4.83,1.30,4.66
16,11,1982,15.86,7.94,79.36,1.31,11.22,0.00,4.79
17,11,1982,16.98,8.11,86.88,0.96,11.06,0.00,3.27
18,11,1982,16.85,7.74,89.61,0.85,9.88,0.06,3.00
19,11,1982,15.96,8.70,86.09,0.99,9.31,0.03,3.10
20,11,1982,16.47,7.90,85.00,0.90,10.94,0.00,1.41
21,11,1982,14.74,8.77,91.96,0.43,3.98,0.55,1.64
22,11,1982,16.04,12.09,90.94,0.58,5.10,0.38,2.80
23,11,1982,17.28,12.69,87.51,0.98,7.54,1.31,4.22
24,11,1982,14.66,7.71,86.78,0.77,6.45,0.06,1.76
25,11,1982,14.38,9.51,85.31,0.80,3.73,2.19,3.67
26,11,1982,11.64,6.42,83.84,1.04,7.99,1.73,3.49
27,11,1982,14.86,7.09,87.46,0.65,0.66,4.64,7.13
28,11,1982,15.84,8.68,88.23,0.78,5.70,2.81,3.95
29,11,1982,14.22,5.25,78.97,1.06,10.40,0.00,3.28
30,11,1982,11.70,3.44,76.10,0.86,10.55,0.00,2.31
1,12,1982,12.77,1.81,79.89,0.76,10.58,0.00,1.05
2,12,1982,11.36,2.02,83.31,0.72,10.13,0.03,2.14
3,12,1982,12.80,1.74,84.95,0.67,10.13,0.00,2.66
4,12,1982,14.49,2.35,81.67,0.72,10.27,0.00,2.47
5,12,1982,15.01,3.42,80.37,0.73,9.99,0.00,2.17
6,12,1982,13.48,2.92,84.16,0.58,8.48,0.00,1.79
7,12,1982,14.67,4.48,88.06,0.51,5.37,0.06,3.42
8,12,1982,14.75,11.26,86.37,0.73,3.27,5.20,3.91
9,12,1982,16.89,12.44,88.33,1.05,7.41,1.73,5.10
10,12,1982,16.37,11.81,82.13,1.20,4.51,2.40,5.21
11,12,1982,13.85,11.20,74.81,0.95,4.18,0.00,2.86
12,12,1982,15.51,11.59,88.26,0.74,2.15,2.40,7.04
13,12,1982,13.88,10.53,76.18,1.47,5.92,0.53,6.94
14,12,1982,12.60,7.58,84.62,0.88,5.65,1.55,4.78
15,12,1982,14.27,7.57,88.64,0.57,5.34,0.05,3.67
16,12,1982,14.88,10.61,90.69,0.41,3.34,0.38,2.83
17,12,1982,15.31,8.74,85.58,0.84,3.05,1.42,5.68
18,12,1982,12.64,6.13,78.87,0.74,4.37,0.03,2.81
19,12,1982,12.57,4.80,82.84,0.49,4.46,0.02,1.37
20,12,1982,13.96,11.04,88.97,0.74,1.73,6.33,6.81
21,12,1982,12.09,6.74,80.97,1.23,5.15,2.97,4.79
22,12,1982,10.89,5.89,84.44,0.81,6.12,0.61,5.41
23,12,1982,12.67,4.72,86.62,0.56,6.19,0.50,3.30
24,12,1982,12.85,5.51,89.24,0.48,5.93,0.09,2.34
25,12,1982,13.31,4.79,94.37,0.46,7.32,0.06,1.93
26,12,1982,12.51,5.59,89.72,0.63,8.68,0.11,1.83
27,12,1982,13.13,4.02,87.82,0.60,8.75,0.05,1.97
28,12,1982,13.06,3.60,90.20,0.53,8.94,0.02,2.17
29,12,1982,13.33,3.63,88.15,0.56,9.45,0.00,2.02
30,12,1982,13.23,3.28,88.72,0.55,9.49,0.01,2.32
31,12,1982,13.55,3.43,86.72,0.63,9.70,0.00,2.82
1,1,1983,12.44,2.16,86.67,0.56,9.63,0.00,2.40
2,1,1983,12.35,1.95,85.73,0.57,9.81,0.00,2.77
3,1,1983,12.65,1.23,87.77,0.51,9.74,0.00,2.29
4,1,1983,12.67,1.90,84.12,0.62,9.87,0.00,2.30
5,1,1983,12.47,1.47,83.46,0.58,9.96,0.00,1.41
6,1,1983,14.60,5.97,91.68,0.40,6.28,0.05,2.04
7,1,1983,12.94,7.50,92.27,0.31,3.03,0.68,2.50
8,1,1983,15.41,6.57,85.44,0.77,8.99,0.00,5.31
9,1,1983,15.18,4.35,82.16,0.79,9.98,0.01,4.35
10,1,1983,13.82,3.39,86.92,0.69,9.98,0.00,3.72
11,1,1983,13.87,3.89,88.93,0.60,8.95,0.04,2.71
12,1,1983,13.82,6.45,91.14,0.49,6.69,0.23,2.12
13,1,1983,14.58,8.62,92.34,0.60,3.84,7.45,4.17
14,1,1983,13.34,5.12,87.86,0.74,8.09,0.00,3.87
15,1,1983,14.14,3.18,81.03,0.95,10.53,0.00,3.02
16,1,1983,14.91,3.92,82.67,0.88,10.67,0.00,3.98
17,1,1983,14.68,3.55,84.50,0.76,10.73,0.00,2.43
18,1,1983,14.23,4.53,90.32,0.52,8.01,0.01,1.53
19,1,1983,14.20,5.76,92.73,0.43,6.57,0.20,2.23
20,1,1983,14.31,4.96,76.53,1.13,9.91,0.01,4.66
21,1,1983,12.96,4.88,69.15,1.32,9.15,0.01,6.18
22,1,1983,14.41,5.60,73.84,0.97,6.70,0.06,4.18
23,1,1983,16.40,5.58,79.69,0.95,10.84,0.00,3.25
24,1,1983,15.12,7.28,81.75,0.74,7.59,0.00,3.38
25,1,1983,17.59,5.16,79.37,0.98,11.03,0.00,3.22
26,1,1983,16.98,4.12,76.41,0.97,11.67,0.00,2.96
27,1,1983,15.58,3.58,78.51,0.81,11.40,0.00,2.26
28,1,1983,17.27,3.73,80.24,0.76,12.06,0.01,1.71
29,1,1983,14.75,4.37,88.51,0.72,10.33,0.17,2.88
30,1,1983,15.67,7.30,85.74,0.72,9.76,0.01,3.52
31,1,1983,14.79,3.96,87.65,0.72,11.62,0.02,2.20
1,2,1983,13.97,5.09,89.57,0.37,4.64,0.30,2.42
2,2,1983,15.17,6.19,84.38,0.87,12.22,0.05,2.73
3,2,1983,14.89,3.36,72.97,1.10,13.16,0.00,3.97
4,2,1983,16.45,3.92,74.57,1.00,13.15,0.00,3.26
5,2,1983,14.23,5.42,85.96,0.63,7.94,0.09,3.84
